"","Year","Month","VesselType","LatBin","HakeWt","Pop","DKB","Widow"
"1328",2014,6,"CP",42.3,35.67859,0.00082,0,0
"1329",2014,6,"CP",42.4,12.54701,0,0,0
"1330",2014,6,"CP",42.5,21.54752,4e-04,0.02505,0
"1331",2014,6,"CP",42.6,35.01767,0.00138,0.00158,0.0015
"1332",2014,6,"CP",43,17.28988,0,0,0
"1333",2014,6,"CP",43.2,173.66438,0.00038,0.01197,0
"1334",2014,6,"CP",43.3,784.85668,0.00473,0.03836,0
"1335",2014,6,"CP",43.4,329.93458,0.00861,0.0197,0.00657
"1336",2014,6,"CP",43.5,256.39156,0.00707,0.05775,0.00432
"1337",2014,6,"CP",43.6,26.45104,0,0.00222,0
"1338",2014,6,"CP",44.9,14.20212,0,0,0
"1339",2014,6,"CP",45.8,4.16991,0,0,0
"1340",2014,6,"M",41.4,260.82283,0,0.03484,0.01302
"1341",2014,6,"M",41.5,47.83896,0,0,0
"1342",2014,6,"M",41.6,90.9029748496,0,0.001007059,1.29299e-05
"1343",2014,6,"M",41.7,1721.26709,0.00285,0.01441,0.01513
"1344",2014,6,"M",41.8,1644.04563,0,0.02281,0.01862
"1345",2014,6,"M",41.9,997.65097,0,0.00171,0.00361
"1346",2014,6,"M",42,822.19302,0,0,0.00261
"1347",2014,6,"M",43.6,80.2083436622,0,0,0.0058502962
"1348",2014,8,"CP",44.5,2644.93581,0.00444,0.00713,4.91445
"1349",2014,8,"CP",44.6,316.59783,0,0,0.6664
"1350",2014,8,"CP",44.8,380.5828,0,0.2413,0.34754
"1351",2014,8,"CP",44.9,111.56113,0,0,0.06015
"1352",2014,8,"CP",45.2,51.99028,0,0,0.34562
"1353",2014,8,"CP",45.3,232.50873,0,0,0.02886
"1354",2014,8,"CP",45.4,489.94631,0,0.00159,0.25915
"1355",2014,8,"CP",45.5,339.90745,0,0,0.00942
"1356",2014,8,"CP",47.9,28.41093,0,0,0.00288
"1357",2014,8,"M",44.9,45.82494,0,0,0.02886
"1358",2014,8,"M",45.8,109.77248,0,0,0.08538
"1359",2014,9,"CP",43.5,147.7291,0,0,0
"1360",2014,9,"CP",43.6,776.6144,0,0,0.00295
"1361",2014,9,"CP",43.7,2518.673,0,0,0.0065
"1362",2014,9,"CP",43.8,658.30588,0,0,0.046
"1363",2014,9,"CP",43.9,3257.63972,0,0.00257,1.01067
"1364",2014,9,"CP",44,3978.0973698851,0,0.00161,2.0522952997
"1365",2014,9,"CP",44.1,609.99201,0,0.00243,0.02126
"1366",2014,9,"CP",44.2,1052.96929,0.00255,0,0.41154
"1367",2014,9,"CP",44.3,1506.81832,0,0.00152,0.84149
"1368",2014,9,"CP",44.4,2144.75492,0,0.01924,0.37416
"1369",2014,9,"CP",44.5,4984.06618,0.00305,0.03436,3.06637
"1370",2014,9,"CP",44.6,3155.39267,0,0.0013,0.03605
"1371",2014,9,"CP",44.7,2222.27805,0,0,0.01124
"1372",2014,9,"CP",44.8,648.34871,0,0,0.00575
"1373",2014,9,"CP",44.9,298.5435,0,0,0.01377
"1374",2014,9,"CP",45,20.03178,0,0,0
"1375",2014,9,"CP",45.1,114.08901,0,0,0.03548
"1376",2014,9,"CP",45.2,154.87682,0,0,0.00527
"1377",2014,9,"CP",45.3,60.00418,0,0,0.0103
"1378",2014,9,"CP",45.4,2.19694,0,0,0
"1379",2014,9,"CP",46,8.63389,0,0,0
"1380",2014,9,"CP",46.8,0,0,0,0
"1381",2014,9,"M",43.2,590.54732,0,0.01068,0.10365
"1382",2014,9,"M",43.3,32.66542,0,0,0.00344
"1383",2014,9,"M",43.4,44.99713,0,0,0
"1384",2014,9,"M",43.5,143.99496,0,0,0.04403
"1385",2014,9,"M",43.6,831.268,0,0.00717,0.14224
"1386",2014,9,"M",43.7,2112.27767,0.00044,0.04828,0.1633
"1387",2014,9,"M",43.8,2462.6122351003,0.0008338773,0.3319814637,0.4487652889
"1388",2014,9,"M",43.9,32.55369,0,0,0.03981
"1389",2014,9,"M",44.3,62.58904,0,0,0.08221
"1390",2014,9,"M",44.4,297.88765,0.0012,0.00263,1.80325
"1391",2014,9,"M",44.5,543.29247,0.00105,0.00609,0.98405
"1392",2014,9,"M",44.6,306.47124,0,0.00741,0.41482
"1393",2014,9,"M",44.7,124.52421,0,0,0.01107
"1394",2014,9,"M",44.8,9.5974,0,0,0
"1395",2014,9,"M",45.3,1.72518,0,0,0
"1396",2014,9,"M",45.5,359.50234,0.00187,0.03216,0.13306
"1397",2014,9,"M",45.6,241.98961,0,0.2968,0.26891
"1398",2014,9,"M",45.8,0.9223298491,0.0001972821,4.24662e-05,0.0013357079
"1399",2014,9,"M",46,1.123172769,2.1988e-06,0,0.0001960857
"1400",2014,9,"M",46.5,671.46817,0.03943,0.08139,0.34466
"1401",2014,9,"M",46.6,624.22275,0.00866,0.03725,1.30637
"1402",2014,9,"M",46.7,266.846,0.00272,0,0.1067
"1403",2014,9,"M",46.9,31.62724,0,0,0.03614
"1404",2014,9,"M",47.1,93.6707,0.02718,0,0.05685
"1405",2014,9,"M",47.3,88.68196,0.01108,0,0.01129
"1406",2014,9,"M",47.4,291.31085,0.09223,0.01184,0.10814
"1407",2014,9,"M",47.5,51.75043,0.00299,0.00161,0.00492
"1408",2014,9,"M",47.6,31.11578,0,0,0.00153
"1409",2014,9,"M",47.9,898.98133,0.19826,0,1.22927
"1410",2014,10,"CP",42,174.72355,0,0,0
"1411",2014,10,"CP",42.1,1827.89454,0,0,0
"1412",2014,10,"CP",42.2,1681.57458,0,0,0
"1413",2014,10,"CP",42.3,1777.81047,0,0,0
"1414",2014,10,"CP",42.4,1801.37713,0,0,0
"1415",2014,10,"CP",42.5,729.129,0,0,0
"1416",2014,10,"CP",42.6,809.9245,0,0,0
"1417",2014,10,"CP",42.7,708.72996,0,0,0
"1418",2014,10,"CP",42.8,3029.24952,0,0,0
"1419",2014,10,"CP",42.9,2759.1273,0.004,0.0015,0
"1420",2014,10,"CP",43,1539.58142,0,0,0
"1421",2014,10,"CP",43.1,1299.76746,0,0,0
"1422",2014,10,"CP",43.2,2508.7324,0.00138,0.00242,0.01138
"1423",2014,10,"CP",43.3,1889.042,0,0,0.01422
"1424",2014,10,"CP",43.4,701.35017,0,0,0.00887
"1425",2014,10,"CP",43.5,472.99194,0.00101,0,0
"1426",2014,10,"CP",43.6,1551.1188,0.00181,0.00661,0.00985
"1427",2014,10,"CP",43.7,2715.22627,0.02916,0.19061,0.13973
"1428",2014,10,"CP",43.8,1808.04239,0.02397,0.13492,0.15985
"1429",2014,10,"CP",44,0.8884,0,0,0
"1430",2014,10,"CP",44.2,0,0,0,0
"1431",2014,10,"CP",44.6,25.86629,0,0,0.19138
"1432",2014,10,"CP",44.9,1.47715,0,0,0
"1433",2014,10,"CP",47.6,0.25142,0,0,0
"1434",2014,10,"M",42,233.4566769401,0,0.0012312588,0
"1435",2014,10,"M",42.1,511.55412,0,0,0
"1436",2014,10,"M",42.2,839.74476,0,0.00172,0
"1437",2014,10,"M",42.3,1280.78472,0,0,0
"1438",2014,10,"M",42.4,1806.78474,0.00157,0.0032,0
"1439",2014,10,"M",42.5,430.95285,0,0,0
"1440",2014,10,"M",42.6,126.63875,0,0,0
"1441",2014,10,"M",42.7,69.82281,0,0.00201,0.00253
"1442",2014,10,"M",42.8,62.39789,0,0,0
"1443",2014,10,"M",42.9,78.80627,0,0,0
"1444",2014,10,"M",43,930.51577,0.00821,0.01118,0.02926
"1445",2014,10,"M",43.1,5030.5952688537,0.2363810453,1.5552605183,0.0316011651
"1446",2014,10,"M",43.2,4976.5223079972,0.02829,3.8035126489,0.00809
"1447",2014,10,"M",43.3,167.9564106165,2.13708e-05,8.96234e-05,5.80855e-05
"1448",2014,10,"M",43.4,0.679063432,3.5859e-06,0.0001972279,3.8327e-06
"1449",2014,10,"M",43.6,281.69433,0,0,0
"1450",2014,10,"M",43.7,816.83549,0,0,0
"1451",2014,10,"M",44.9,0.4484410507,0,0,0
"1452",2014,10,"M",45,158.87359,0.00691,0.00339,0.06994
"1453",2014,10,"M",45.1,479.74837,0.00117,0.00327,0.0504
"1454",2014,10,"M",45.2,228.66818,0,0.00163,0.02013
"1455",2014,10,"M",46.6,28.0087,0,0.04666,0.02825
"1456",2014,11,"CP",42,1088.80533,0,0,0
"1457",2014,11,"CP",42.1,717.06376,0,0,0
"1458",2014,11,"CP",42.2,449.17408,0.002,0,0
"1459",2014,11,"CP",42.6,93.26285,0,0,0
"1460",2014,11,"CP",42.7,694.87605,0.00095,0.02261,0
"1461",2014,11,"CP",42.8,396.99767,0.03486,0.38604,0
"1462",2014,11,"CP",42.9,382.31677,0.00345,0.04592,0
"1463",2014,11,"CP",43,456.35111,0.01058,0.0143,0
"1464",2014,11,"CP",43.1,584.83064,0.01812,0.05354,0
"1465",2014,11,"CP",43.2,243.00162,0,0,0
"1466",2014,11,"CP",43.3,77.76796,0,0,0
"1467",2014,11,"CP",43.6,20.28035,0,0,0
"1468",2014,11,"M",42,226.30619,0,0,0
"1469",2014,11,"M",42.1,263.5523156006,9.51436e-05,3.99259e-05,0
"1470",2014,11,"M",42.2,264.27879,0,0,0
"1471",2014,11,"M",42.3,928.92014,0,0,0
"1472",2014,11,"M",42.4,834.9305,0,0,0
"1473",2014,11,"M",42.5,551.56432,0.0011,0,0
"1474",2014,11,"M",42.6,116.32935,0,0,0
"1475",2014,11,"M",42.7,273.48962,0,0.00704,0
"1476",2014,11,"M",42.8,986.44052,0.13373,0.0713,0
"1477",2014,11,"M",42.9,70.34813,0,0,0
"1478",2014,11,"M",43,329.82242,0,0.02047,0.00527
"1479",2014,11,"M",43.1,852.12383,0.00597,0.00502,0.00192
"1480",2014,11,"M",44.1,537.90497,0.00302,0.01433,0
"1481",2014,11,"M",44.2,849.45862,0.00306,0.00837,0.0184
"1482",2014,11,"M",44.3,799.89951,0,0,0
"1483",2014,11,"M",44.4,318.80203,0,0,0.00234
"1484",2014,11,"M",44.5,138.21708,0,0,0
"1485",2014,11,"M",44.6,40.49887,0,0,0
"1486",2014,11,"M",46.5,21.0512,0,0,0
"1487",2014,11,"M",46.6,608.89159,0.00419,0,0.27831
"1488",2014,11,"M",46.7,58.36354,0,0,0
"1489",2015,5,"CP",42,10380.1608,0,0.01092,0.01566
"1490",2015,5,"CP",42.1,17825.42552,0.00301,0.05337,0.01313
"1491",2015,5,"CP",42.2,3096.88361,0.0044,0.06638,0.02208
"1492",2015,5,"CP",42.3,1161.52018,0.00333,0.1517,0
"1493",2015,5,"CP",42.4,893.47372,0.00304,0.00768,0.01031
"1494",2015,5,"CP",42.5,149.4582,0,0,0.00074
"1495",2015,5,"CP",42.6,76.02619,0,0,0
"1496",2015,5,"CP",42.7,11.63657,0,0,0
"1497",2015,5,"CP",43.2,4.22188,0,0.00085,0
"1498",2015,5,"CP",44.9,0.38875,0,0,0
"1499",2015,5,"M",43.2,58.92206,0,0,0.00211
"1500",2015,5,"M",43.3,149.31308,0,0.01172,0.0049
"1501",2015,5,"M",43.4,2718.77506,0.01282,0.07287,0.06932
"1502",2015,5,"M",43.5,461.14058,0,0.01166,0.1962
"1503",2015,5,"M",43.7,326.16348,0.00278,0.03187,0.2409
"1504",2015,5,"M",43.8,606.34227,0.00163,0.09021,0.54214
"1505",2015,5,"M",43.9,41.97204,0,0.02835,0.02976
"1506",2015,5,"M",44.1,72.5648,0,0.00844,0.10272
"1507",2015,5,"M",44.2,386.98874,0.00779,0.07556,2.92844
"1508",2015,5,"M",44.3,1824.82877,0.00165,0.15294,3.25985
"1509",2015,5,"M",44.4,324.78215,0.0026,0.01339,0.05442
"1510",2015,5,"M",44.8,0.34267,0,0,0.00209
"1511",2015,5,"M",44.9,0.0794546652,2.259e-06,2.7524e-06,3.37352e-05
"1512",2015,5,"M",45.8,1.1381,0.00624,0.00416,0.0027
"1513",2015,5,"M",45.9,0.42432,0,0,0.00449
"1514",2015,5,"M",46,0,0,0,0
"1515",2015,5,"M",46.6,51.11018,0,0,0.02139
"1516",2015,5,"M",46.7,1227.6005191064,0.0463897883,0.0422189721,0.9122697742
"1517",2015,5,"M",46.8,317.39827,0.00317,0.01311,0.5716
"1518",2015,5,"M",46.9,38.53988,0.00092,0,0.06277
"1519",2015,5,"M",47,36.21856,0,0,0.00169
"1520",2015,5,"M",47.2,42.56607,0,0,0.00925
"1521",2015,5,"M",47.3,60.2543404317,0.0053205951,0.0058020375,0.0292884361
"1522",2015,5,"M",47.4,3.04655,0,0,0.00076
"1523",2015,5,"M",47.5,46.42156,0,0,0.00311
"1524",2015,5,"M",47.6,597.26352,0,0.00159,0.38315
"1525",2015,5,"M",47.7,436.45044,0.07591,0.08782,0.18092
"1526",2015,5,"M",47.8,2589.89918,0.34477,0.01069,0.85431
"1527",2015,5,"M",47.9,3126.17018,0.53972,0.02388,0.87695
"1528",2015,6,"CP",42,1158.72124,0,0,0
"1529",2015,6,"CP",42.1,707.72486,0,0,0
"1530",2015,6,"CP",42.2,1242.12606,7e-04,0.22747,0.02905
"1531",2015,6,"CP",42.3,233.21159,0,0.02614,0.00936
"1532",2015,6,"CP",42.4,75.36583,0,0,0
"1533",2015,6,"CP",42.6,437.27326,0,0,0
"1534",2015,6,"CP",42.7,285.30432,0,0,0
"1535",2015,6,"CP",42.8,380.48842,0.00191,0.00656,0.00136
"1536",2015,6,"CP",42.9,650.81908,0.00483,0.02426,0.00853
"1537",2015,6,"CP",43,381.88193,0,0.003,0
"1538",2015,6,"CP",43.1,8.16774,0,0,0
"1539",2015,6,"CP",43.2,383.00041,0.01077,0,0.00151
"1540",2015,6,"CP",43.3,795.93036,0.00484,0.00445,0.00957
"1541",2015,6,"CP",43.4,1241.07735,0.00711,0.00833,0.02225
"1542",2015,6,"CP",43.5,429.62534,0,0,0
"1543",2015,6,"CP",43.6,178.88603,0,0,0
"1544",2015,6,"CP",43.7,16.56706,0,0,0
"1545",2015,6,"CP",43.9,86.84141,0,0,0.00152
"1546",2015,6,"CP",44,192.46098,0,0,0.02145
"1547",2015,6,"CP",44.1,29.53113,0,0,0.01466
"1548",2015,6,"CP",45.7,1.79704,0,0,0
"1549",2015,6,"M",41.9,132.93415,0,0.00125,0
"1550",2015,6,"M",42,169.24717,0,0.00196,0
"1551",2015,6,"M",42.1,533.45827,0.00435,0.10172,0.00359
"1552",2015,6,"M",42.2,1207.54716,0,0.00211,0.03717
"1553",2015,6,"M",42.3,980.45548,0,0.02461,0.05053
"1554",2015,6,"M",42.4,226.03969,0,0.13966,0.0199
"1555",2015,6,"M",42.7,92.86392,0,0,0
"1556",2015,6,"M",42.8,372.64238,0,0.00234,0.01105
"1557",2015,6,"M",42.9,532.28253,0,0.01423,0.01356
"1558",2015,6,"M",43,49.26018,0,0.00102,0.00816
"1559",2015,6,"M",43.1,21.6877,0,0,0
"1560",2015,6,"M",43.3,804.81809,0.03646,0.69143,0.14485
"1561",2015,6,"M",43.4,1684.68652,0.01427,0.27908,0.95471
"1562",2015,6,"M",43.5,1419.31703,0.0011,0.0193,0.0368
"1563",2015,6,"M",43.6,242.11388,0,0,0
"1564",2015,6,"M",43.8,124.94861,0,0.00454,0.0653
"1565",2015,6,"M",44.1,67.23655,0,4e-04,0.01618
"1566",2015,6,"M",44.2,33.868,0,0,0.00373
"1567",2015,6,"M",44.3,189.44178,0.00201,0.03496,3.58902
"1568",2015,6,"M",44.8,28.61948,0.00058,0.00054,0.081
"1569",2015,6,"M",44.9,24.95207,0,0.00084,0.24143
"1570",2015,9,"CP",42,0.92387,0,0,0
"1571",2015,9,"CP",42.1,0,0,0,0
"1572",2015,9,"CP",42.2,2.98863,0,7e-04,0
"1573",2015,9,"CP",42.4,53.95841,0,0.00702,0.00831
"1574",2015,9,"CP",42.6,1.40409,0,0,0
"1575",2015,9,"CP",42.7,32.32005,0,0,0
"1576",2015,9,"CP",42.9,109.14032,0,0,0.04843
"1577",2015,9,"CP",43,566.01216,0.70043,2.61939,0.00489
"1578",2015,9,"CP",43.1,1506.12374,0.513,1.25837,0.01371
"1579",2015,9,"CP",43.2,1828.88117,0.20405,0.21053,0.00806
"1580",2015,9,"CP",43.3,1223.96601,0.01841,0.00438,0
"1581",2015,9,"CP",43.4,547.76034,0,0,0
"1582",2015,9,"CP",43.5,251.85871,0.00061,0,0
"1583",2015,9,"CP",43.6,226.37721,0.00254,0,0
"1584",2015,9,"CP",43.7,198.82829,0.00134,0,0.00115
"1585",2015,9,"CP",44.1,16.36762,0,0.00164,0
"1586",2015,9,"CP",44.3,60.53134,0,0,0.09891
"1587",2015,9,"CP",44.4,95.40273,0,0,0.10165
"1588",2015,9,"CP",44.5,2.30131,0,0,0.08652
"1589",2015,9,"CP",44.6,4.72127,0,0,0.0177
"1590",2015,9,"CP",44.7,33.98391,0,0,0.0411
"1591",2015,9,"CP",44.9,23.51882,0,0,0.01171
"1592",2015,9,"CP",45,172.7522,0.00117,0,0.02043
"1593",2015,9,"CP",45.1,205.92021,0.0037,0.00431,7.62602
"1594",2015,9,"CP",45.6,3.72388,0,0,0.00513
"1595",2015,9,"CP",45.8,9.42809,0.03605,0.00277,0
"1596",2015,9,"CP",46.6,114.93429,0.00231,0.0051,0.0091
"1597",2015,9,"CP",47.8,51.98882,0.00054,0,0
"1598",2015,9,"CP",47.9,11.41676,0,0,0
"1599",2015,9,"M",42,0.1584711279,2.0235e-06,0,0
"1600",2015,9,"M",42.4,0.13281,0,0,0
"1601",2015,9,"M",42.9,30.16033,0,0,0
"1602",2015,9,"M",43,68.29115,0.00133,0,0
"1603",2015,9,"M",43.1,485.39088,0.03275,0.02412,0
"1604",2015,9,"M",43.2,1194.8472,0.07287,0.02735,0.0037
"1605",2015,9,"M",43.3,230.03156,0.02566,0.01467,0
"1606",2015,9,"M",43.4,44.11379,0.00307,0.00161,0
"1607",2015,9,"M",43.5,23.36131,0.00072,0,0
"1608",2015,9,"M",43.7,41.35753,0,0.00253,0
"1609",2015,9,"M",43.8,0.4411,0,0,0
"1610",2015,9,"M",44.3,9.7584,0,0,0.00795
"1611",2015,9,"M",44.5,0.60615,0,0,0.01969
"1612",2015,9,"M",44.7,63.27375,0,0,0.07579
"1613",2015,9,"M",44.8,352.96536,0.00058,0.00118,0.32013
"1614",2015,9,"M",44.9,105.93451,0,0.00093,0.04375
"1615",2015,9,"M",45,13.6057569023,1.81031e-05,1.01644e-05,0
"1616",2015,9,"M",45.1,0.37423,0,0,0
"1617",2015,9,"M",45.2,1.15557,0.00043,0,0.00149
"1618",2015,9,"M",45.4,2.09882,0.00126,0,0
"1619",2015,9,"M",46.3,57.2418,0.00742,0.00333,0.00489
"1620",2015,9,"M",46.5,0,0,0,0
"1621",2015,9,"M",47,0.00448,0,0,0
"1622",2015,9,"M",47.8,5.35588,0,0,0
"1623",2015,9,"M",47.9,15.21192,0,0,0
"1624",2015,10,"CP",42,93.00561,0,0,0.00127
"1625",2015,10,"CP",42.1,49.7537,0,0,0
"1626",2015,10,"CP",42.2,96.47736,0,0,0
"1627",2015,10,"CP",42.3,150.39125,0,0,0
"1628",2015,10,"CP",42.4,118.8122,0,0.35626,0
"1629",2015,10,"CP",42.5,102.4748,0.00123,0.00218,0
"1630",2015,10,"CP",42.6,71.66199,0,0,0
"1631",2015,10,"CP",42.7,130.10201,0,0,0
"1632",2015,10,"CP",42.8,82.64298,0,0,0
"1633",2015,10,"CP",42.9,230.9188025687,0.0001152617,0.0027320496,0.00294
"1634",2015,10,"CP",43,57.91451,0.00044,0.00231,0
"1635",2015,10,"CP",43.2,107.50807,0.00158,6e-04,0.00276
"1636",2015,10,"CP",43.3,25.88349,0,0,0
"1637",2015,10,"CP",43.4,80.15052,0.00099,0.00132,0.00353
"1638",2015,10,"CP",43.5,0.62886,0,0,0
"1639",2015,10,"CP",43.6,0.87177,0,0,0
"1640",2015,10,"CP",43.9,12.48935,0.00047,0.00069,0.00404
"1641",2015,10,"CP",44,80.80289,0.00392,0.00245,0.00286
"1642",2015,10,"CP",44.1,44.72754,0,0,0
"1643",2015,10,"CP",44.2,43.06428,0.00393,0,0.38112
"1644",2015,10,"CP",44.3,69.84587,0.00116,0.00172,0.00678
"1645",2015,10,"CP",44.4,128.88086,0.05673,0.02836,0.28235
"1646",2015,10,"CP",44.5,89.01056,0,0,0.02992
"1647",2015,10,"CP",44.6,35.77599,0,0.00255,0.07019
"1648",2015,10,"CP",44.7,160.17863,0.04516,0.0326,0.06812
"1649",2015,10,"CP",44.8,298.03955,0.01843,0.038,0.26401
"1650",2015,10,"CP",44.9,762.77305,0.0486,0.06008,5.0167
"1651",2015,10,"CP",45,1997.4829,0.0271,0.03665,1.33664
"1652",2015,10,"CP",45.1,1682.94434,0.02297,0.04764,0.3109
"1653",2015,10,"CP",45.2,866.22913,0.01113,0.00285,0.08935
"1654",2015,10,"CP",45.3,362.02531,0,0.04799,0.00756
"1655",2015,10,"CP",45.4,605.75724,0.01849,0.01129,0.42964
"1656",2015,10,"CP",45.5,635.50606,0.01657,0.00171,0
"1657",2015,10,"CP",45.6,587.59918,0.00522,0.00107,0.0138
"1658",2015,10,"CP",45.7,323.90462,0.11453,0.002,0.00452
"1659",2015,10,"CP",45.8,100.33208,0,0,0
"1660",2015,10,"CP",45.9,105.53387,0,0,0
"1661",2015,10,"CP",46,29.13823,0,0,0
"1662",2015,10,"CP",46.1,80.39028,0,0,0
"1663",2015,10,"CP",46.2,227.83436,0,0,0
"1664",2015,10,"CP",46.3,148.75402,0,0,0
"1665",2015,10,"CP",46.4,130.78395,0,0,0
"1666",2015,10,"CP",46.5,38.01864,0,0,0
"1667",2015,10,"CP",46.7,1.19643,0,0,0
"1668",2015,10,"CP",46.8,1.45647,0,0,0
"1669",2015,10,"CP",47,42.65059,0.00214,0,0
"1670",2015,10,"CP",47.1,3.45301,0,0,0
"1671",2015,10,"CP",47.2,59.10588,0.00203,0,0.01281
"1672",2015,10,"CP",47.3,224.14912,0.0059,0.00135,0.03185
"1673",2015,10,"CP",47.4,120.15302,0.00565,0,0.00306
"1674",2015,10,"CP",47.5,59.79673,0,0,0
"1675",2015,10,"CP",47.6,49.07143,0.00228,0.00172,0
"1676",2015,10,"CP",47.8,90.66511,0.00784,0,0.00482
"1677",2015,10,"CP",47.9,42.91404,0.0038,0.00263,0
"1678",2015,10,"CP",48,178.27842,0.02133,0.01056,0
"1679",2015,10,"M",42.2,0,0,0,0
"1680",2015,10,"M",43.1,39.25957,0.47168,0.27121,0.00118
"1681",2015,10,"M",43.2,0.83411,0.00042,0,0
"1682",2015,10,"M",43.8,1.22966,0.00072,0,0.00985
"1683",2015,10,"M",43.9,6.92481,0,0,0.00177
"1684",2015,10,"M",44.7,53.35203,0,0,0.018
"1685",2015,10,"M",44.8,19.01844,0,0,0
"1686",2015,10,"M",44.9,6.82574,0,0,0.00803
"1687",2015,10,"M",45,39.00496,0.00573,0.00406,0.02763
"1688",2015,10,"M",45.1,54.45746,0,0,0.0099
"1689",2015,10,"M",45.2,202.04232,0.02395,0.01746,0.03242
"1690",2015,10,"M",45.6,6.80772,0.00353,0.00173,0.00135
"1691",2015,11,"CP",42.1,10.41424,0,0,0
"1692",2015,11,"CP",42.2,86.20677,0,0,0
"1693",2015,11,"CP",42.3,58.89166,0,0,0
"1694",2015,11,"CP",42.4,47.57506,0.00042,7e-04,0
"1695",2015,11,"CP",42.6,48.423495344,0,0,0.0012825774
"1696",2015,11,"CP",42.7,97.23684,0.01004,0,0.00227
"1697",2015,11,"CP",42.8,21.92457,0,0,0
"1698",2015,11,"CP",42.9,15.14858,0,0,0
"1699",2015,11,"CP",43.1,4.62337,0,0,0
"1700",2015,11,"CP",43.2,4.54978,0,0,0
"1701",2015,11,"CP",43.3,0.96698,0,0,0
"1702",2015,11,"CP",43.8,16.77084,0.0016,0.00108,0
"1703",2015,11,"CP",44,21.93973,0.0016,0.00084,0
"1704",2015,11,"CP",44.1,33.97868,0.00278,0,0.00324
"1705",2015,11,"CP",44.2,229.63199,0,0.00165,0.06036
"1706",2015,11,"CP",44.3,342.96014,0.00373,0.00138,0.09337
"1707",2015,11,"CP",44.4,193.10386,0.00335,0.00134,0.0375
"1708",2015,11,"CP",44.5,44.12575,0.00379,0.00162,0.02164
"1709",2015,11,"CP",44.6,139.12483,0,0,0
"1710",2015,11,"CP",44.7,61.85693,0,0,0.02422
"1711",2015,11,"CP",44.8,475.74529,0.05524,0.05499,0.00391
"1712",2015,11,"CP",44.9,999.65663,0.00583,0.04889,0.06153
"1713",2015,11,"CP",45,824.31286,0.00759,0.00611,0.01046
"1714",2015,11,"CP",45.1,882.4087,0,0,0.28484
"1715",2015,11,"CP",45.2,372.3459712163,0.006369852,0.0119372676,0.0109206785
"1716",2015,11,"CP",45.3,59.7776039782,0.0003634673,0,0.0014159537
"1717",2015,11,"CP",45.4,32.7072,0,0,0.00686
"1718",2015,11,"CP",45.5,32.51207,0.00113,0,0.00097
"1719",2015,11,"CP",45.6,65.51787,0.0021,0,0.00522
"1720",2015,11,"CP",45.7,24.48317,0,0,0
"1721",2015,11,"CP",45.8,139.2097,0,0,0
"1722",2015,11,"CP",45.9,19.89757,0,0,0
"1723",2015,11,"CP",46,233.63032,0.00452,0,0.00223
"1724",2015,11,"CP",46.1,189.81106,0.01614,0,0.00824
"1725",2015,11,"CP",46.2,126.83628,0,0,0
"1726",2015,11,"CP",46.3,80.14869,0,0,0
"1727",2015,11,"CP",46.4,225.86892,0,0,0
"1728",2015,11,"CP",46.5,29.38954,0,0,0
"1729",2015,11,"CP",46.7,10.20137,0,0,0.00071
"1730",2015,11,"CP",46.8,6.04653,0.00072,0,0.00055
"1731",2015,11,"CP",46.9,24.67951,0,0,0
"1732",2015,11,"CP",47,7.69336,0,0,0
"1733",2015,11,"CP",47.1,6.38989,0,0,0
"1734",2015,11,"CP",47.4,0,0,0,0
"1735",2015,11,"CP",47.6,6.84861,0.01444,0,0.00844
"1736",2015,11,"CP",47.7,22.23966,0.00882,0,0.00434
"1737",2015,11,"CP",47.8,20.73532,0,0,0.06244
"1738",2015,11,"CP",47.9,48.6026,0.05632,0.0106,0.0154
"1739",2015,11,"CP",48,232.87279,4.7738,0.01411,0.03474
"1740",2015,11,"CP",48.1,10.38337,0.00423,0.00022,0
"1741",2016,5,"CP",42,0,0,0,0
"1742",2016,5,"CP",42.2,403.40444,0,0.00063,0
"1743",2016,5,"CP",42.3,752.85253,0,6e-04,0
"1744",2016,5,"CP",42.4,1730.20651,0.0018,0.06642,0.00596
"1745",2016,5,"CP",42.5,4013.56897,0.00489,0.0892,0.01618
"1746",2016,5,"CP",42.6,8148.53073,0.01411,0.23666,0.05328
"1747",2016,5,"CP",42.7,7536.34096,0.00159,0.10229,0.0159
"1748",2016,5,"CP",42.8,6550.28061,0.00208,0.10965,0.01577
"1749",2016,5,"CP",42.9,1799.76541,0.00068,0.07735,0.00519
"1750",2016,5,"CP",43,137.80542,0,0.01784,0.00576
"1751",2016,5,"CP",43.1,592.998,0.00189,0.12227,0.00114
"1752",2016,5,"CP",43.2,1698.0067,0.0021,0.28103,0.00648
"1753",2016,5,"CP",43.3,227.20096,0,0.04461,0
"1754",2016,5,"CP",43.6,36.44546,0,0,0
"1755",2016,5,"CP",43.7,0,0,0,0
"1756",2016,5,"CP",43.8,25.97432,0,0,0
"1757",2016,5,"CP",43.9,53.90562,0,6e-04,0.02161
"1758",2016,5,"CP",44.3,111.92743,0,0.00105,9.76403
"1759",2016,5,"CP",44.4,38.78109,0,0,0.00296
"1760",2016,5,"M",42.1,13.28189,0,0,0
"1761",2016,5,"M",42.5,68.75133,0,0,0.0133
"1762",2016,5,"M",42.6,130.02668,0,0.00074,0
"1763",2016,5,"M",42.7,643.64707,0,0.00291,0
